"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SRR1554534","SRR1554535","SRR1554568","SRR1554561","SRR1554567","SRR1554536","SRR1554541","SRR1554539","SRR1554538","SRR1554537"
"DOK4",9454.50083738364,2.45782521373232,0.205854340481473,11.9396326936013,7.35472571571646e-33,2.6692820256031e-31,11.7673030006413,11.3799535780315,13.6311000598972,12.1221671714636,13.8082782207766,11.3919660735402,13.9503643237375,11.7059467984235,13.6763739416945,13.8401115197356
"DOK5",14949.1371156873,3.09234233537551,0.501267022569898,6.1690520144766,6.87006276642819e-10,3.22361275968881e-09,11.4814113688857,11.6438002695625,12.5482867800859,11.5398458840154,13.7264746669753,12.5024759685666,14.9239141921958,11.6689715059179,14.1526798502818,15.340565855401
"DONSON",2259.87317569878,1.38486203882301,0.279693841608514,4.95134977180298,7.37005021321868e-07,2.3868526675026e-06,9.83124900564253,10.8669437922637,11.8010860823423,9.84666896715125,11.5176330243908,10.6503823948646,11.3762471385371,10.4677607922389,11.442907389129,11.5951226372579
"DOP1B",11760.810091143,2.00513238233482,0.332115365126612,6.03745744064088,1.56561435862086e-09,7.03661732518523e-09,12.4273230652662,12.2432272712468,14.2842596515226,12.7203810401012,14.0366423447323,11.0612002024962,14.0867990960275,12.6640883158784,13.9954487007315,13.7718216881692
"DOT1L",10863.0892752013,2.09657374315589,0.29240563239961,7.17008672490497,7.49502716027705e-13,4.90396169805516e-12,12.3830619510223,11.8125911622426,14.3705113806099,12.6222131883892,13.69712373386,11.9692266379544,13.3202563225034,11.830649560705,13.8928583980148,14.1850847953403
"DPCD",1876.21236264245,-1.37249395621259,0.194257991261979,-7.06531529177417,1.60251715798102e-12,1.00840528203275e-11,11.4911011845921,11.0841380113486,9.92869897701998,11.2967487717497,10.2676450486735,11.4289290441961,10.4531978991237,11.0746696871294,10.0650500775619,9.94321575167045
"DPEP1",118.544154266089,7.19050811963823,0.798951838745029,8.99992686784836,2.25868087074924e-19,2.7892543883909e-18,3.71595306562299,3.62764543587762,7.1439383933974,4.04473650558757,6.95836740311952,4.04733594681239,6.21944376834503,3.89365459367104,7.62257030608838,6.87860429930238
"DPM3",784.514913025047,-1.57035642832912,0.426275738845087,-3.68389820303568,0.000229694002328525,0.000515278434416908,9.62571083324734,9.54425365381312,8.53153339068852,9.51079393372015,8.85900121635396,11.0904013451099,8.52966254824,9.286561972897,8.92224415952045,8.89333952785348
"DPP4",774.386732018197,1.2859167359456,0.341921448149216,3.76085426318277,0.000169334070282289,0.000388207897484351,9.12979498223103,9.04666432742066,10.1202445725524,8.64263906018593,10.1571285492134,7.85171490116147,9.93609216848086,9.44229824996987,9.78571825638061,9.77237568898799
"DPP6",23766.2412604253,-1.44743350334871,0.380576160554302,-3.80326897312893,0.000142799164206379,0.000331205802249449,15.1912054930659,14.6893237137711,13.2967137714814,15.3976601626856,13.9330170392742,13.5621508547876,14.199396318348,15.260809441239,13.603180024336,13.4042339209164
"DPP7",7480.98583509411,-2.14324219738112,0.293883469816088,-7.29283004152073,3.03510879053506e-13,2.07452771929542e-12,13.4981904114421,13.2096538161059,11.9911491456388,13.5615232867095,11.7404500092837,13.7016147418869,11.4313371664501,12.9407720855568,11.7400511588784,10.7481779855119
"DPPA4",115.571332857755,2.25964206699819,1.00751525524734,2.24278695059905,0.0249105563711855,0.0390418942380614,5.11048042428728,4.17390057739369,6.50963383378757,4.82991079601072,7.71004362826173,6.83804360163228,6.92118470194403,4.96905971600526,7.14796411925804,6.03070483603922
"DPY19L2",2357.04944610056,1.80288350215979,0.244138052304794,7.38468864291987,1.52810557060086e-13,1.07147574725895e-12,9.80190193685826,10.4864506870463,11.558497146912,9.61676817003687,11.8476654950172,10.4658160530524,11.6023849471412,10.3339047884506,11.7689432647889,11.656240583666
"DPY19L3",8680.97150538692,1.02563188611664,0.387906816607576,2.64401614564617,0.00819287480459694,0.0141073657816988,12.0574545627229,12.6545893693135,13.7313578745742,11.7195296615447,13.3712646595978,13.4468274517935,12.9222212618392,12.0115105064531,13.2612399249204,13.6250385068025
"DPYSL3",200527.466091278,4.5115246942017,0.243206572249253,18.5501758956498,8.12855700382271e-77,2.46422783992359e-74,14.2432997022397,14.2007666387059,17.964789547224,14.3331755377697,18.1261368642253,14.9379202660775,18.6532774912868,14.1684236507846,18.214253765777,18.1685801698548
"DPYSL5",65936.7474745875,3.17953211394318,0.237076100614838,13.4114409073598,5.18220829321152e-41,3.14204401652327e-39,14.1946979040483,13.9719824863152,16.5035820820305,14.1945718198934,16.529509710204,13.2427596914966,16.9029965864125,13.8218678507987,16.5536020816979,16.6413730771313
"DRAM1",262.171355194001,-1.7711190908634,0.466990464821198,-3.79262367068142,0.00014906397188503,0.000344650526291976,8.09322916077807,8.22464501624667,7.00324334411237,7.71705895750234,7.52952125936289,9.33421784846045,6.96009345909226,7.65703605018346,7.18622958921622,6.74780447683027
"DRAXIN",6302.07470302923,6.86722878684473,0.332208898204609,20.6714173640683,6.26492063826573e-95,3.45935492815095e-92,7.82160719454051,7.32528773889174,12.5072486274371,7.61547030514977,13.1875653630744,6.53880631049756,13.5604394994923,7.46667827849291,13.2163282056332,13.0848178240594
"DRD4",185.80580512589,-1.93131696586559,0.447666958921681,-4.31418251308441,1.60194565310496e-05,4.2835838365022e-05,8.20286183500558,7.93350258513963,6.70056551694906,7.6986851866894,6.1949934862714,8.25286184797197,6.56373369199585,6.70420053744418,6.30654920864483,6.97806864325362
"DRD5",308.921198190183,-4.92729279405027,0.868831692932312,-5.67117064689552,1.41825040178081e-08,5.6675030917377e-08,9.00563400783955,8.85608421094144,3.45235003269843,8.78723781019697,5.29617150814177,5.77381214016796,5.88937282111006,8.70436583663387,4.51548867324201,4.61329685917725
"DRP2",7219.64308957138,-1.78417409843977,0.385002099025721,-4.63419317181587,3.58332274793853e-06,1.05066855691025e-05,13.3081469947833,12.9940761636841,11.3695567336534,13.8364591619916,12.1186963996875,12.0722464122593,11.8724643082214,13.6408516549892,12.1406985684504,11.1438208408627
"DSCC1",936.638402132689,2.44651007120389,0.383545547897205,6.37866893415118,1.78633724610023e-10,8.95833933245398e-10,8.06530047483588,8.72321560235236,10.3107362155014,7.67942533596575,10.3247095929218,8.86580522145626,10.9540942968569,8.42414982095227,10.4959435313221,9.42513572335447
"DSEL",7423.90023315237,1.9556492276068,0.302010043121168,6.47544435077671,9.45333242609886e-11,4.89641449379948e-10,11.3514216137347,11.9193592281378,14.009369460425,11.1992380416857,12.9421062259213,11.9972326215923,13.2848639314311,11.924079526024,13.3081685518177,13.0275217191632
"DSG2",559.05109475721,3.13325592095567,0.351466229042545,8.91481360667625,4.88637506394045e-19,5.84738737334236e-18,6.61801442856489,6.97276031920497,9.97039372376565,6.87819620385091,9.54511371992096,7.87148424837673,9.32035191909413,7.46168827180288,9.90164025376411,9.36366260516214
"DTL",989.243535922177,5.17022136638824,0.510962458350998,10.118593415011,4.56934848090527e-24,8.39034404551976e-23,5.89280281799118,6.58266818198086,11.2580043486,6.2195167596784,10.1330314328286,6.38031052453032,8.28917317720713,6.57646625489756,10.5160284157667,10.6248112018303
"DTNA",25547.317427505,-3.11597419325637,0.436702189967402,-7.13523830390906,9.66196186658298e-13,6.24513346234279e-12,14.8178049021958,14.9748253010808,11.9180439573968,14.6254515934595,12.7713634558673,16.2611297364,13.1835289939153,14.6940401409561,12.694981687318,11.8994378986318
"DTNB",5377.04998638173,-1.51199205966389,0.219301893848128,-6.89456909437813,5.4028321012298e-12,3.21405106260538e-11,13.0888106890801,12.8036774157508,11.3062863925034,13.0427710739396,11.5719038656264,12.3159149087772,11.6421728186577,12.8168098296687,11.3703448838206,11.8600966887216
"DTNBP1",2343.34959009508,-1.72749559747806,0.189577746530723,-9.11233321996524,8.06289693020918e-20,1.0388370786497e-18,11.6186861818444,11.7155325748424,9.91465314542341,11.787340444306,10.091299383131,11.8159903526232,10.5037885020021,11.3863059655215,10.1766682930984,10.3944475936615
"DTX4",18663.1520879842,1.59127140764299,0.298397648908029,5.33272099651645,9.67519093502865e-08,3.50077526436878e-07,13.5708381190905,13.0778621116492,14.3578198560961,13.6130308675473,14.4540221439186,12.3323327767059,14.9198590403327,13.4928398065616,14.5709358372825,14.8570027392132
"DUOX1",990.824030656084,1.85106410423245,0.347179179650224,5.33172555479092,9.72838885504502e-08,3.51920028282291e-07,9.3040993130592,8.93475201127906,10.5647193325764,9.42102299117674,10.3581305147587,8.05240371251903,10.0655536535944,8.31412133769421,10.4597507451742,10.5889817721154
"DUSP18",1865.63796892225,2.45333270176042,0.267932950708198,9.15651731254327,5.35992009791758e-20,6.99994619209145e-19,9.45114972907935,9.10891805453908,11.1972348560519,9.79440577516263,10.9234846681141,8.93641196518214,11.7364854350653,9.46794300539749,11.521412550419,11.5706330992112
"DUSP2",1070.58264180851,-2.60312302487685,0.476596131917693,-5.4619054804381,4.71050877786287e-08,1.76427267961574e-07,10.4996121026129,10.2076920960615,6.56393900557219,10.8234203382714,8.29289937051352,10.8801944249521,9.12929996519518,10.4155480482398,8.31184762193891,8.80691278248724
"DUSP3",15583.3807996925,-2.04877353980176,0.271623238941333,-7.54270344388415,4.6032717313917e-14,3.44154662664637e-13,14.4872504857221,14.3075999572902,12.6767751449428,14.7632595168705,12.582581460682,13.6227041720371,13.0498330359374,14.8048528749133,12.4904115925341,12.7369911277794
"DUSP4",3015.58612922248,2.59155492794466,0.595057338639657,4.35513480746097,1.32985051564592e-05,3.59832321008078e-05,10.0093219056986,8.44246891787524,12.548536578007,10.8546889393206,12.3001146848089,8.15370892575452,12.0841941838537,10.1662403485642,12.2210396048506,10.5409659696487
"DUSP5",869.700094892213,-1.94161979878996,0.447122577586607,-4.34247764733792,1.40884823203334e-05,3.79679318728734e-05,9.79007642444219,9.32399921975198,8.80649612503679,10.1424855896414,9.25989743656987,11.1181068313757,8.67840828236229,9.9692525276085,8.12715680392389,7.94684587034967
"DUSP5P1",919.739642361236,3.6133755083038,0.516993924665191,6.98920303685165,2.76452102700794e-12,1.70287886846891e-11,7.4919558177857,6.15201772159864,9.75633657990594,7.50606371753388,10.2651581209238,6.55828952989527,10.3153971084007,8.41729794300318,10.9359887725196,10.396385691199
"DUSP6",5746.0155962643,-2.14533193426174,0.25107760932461,-8.54449721754406,1.29097074229015e-17,1.36330812504664e-16,12.9211009580841,12.6994162920303,10.835684966355,13.3983810715511,11.462546731125,12.9258701721447,11.5406069047259,13.1010552999981,11.2958092350008,10.7633329005722
"DVL1",18849.7217247084,-1.44371114249671,0.250248049974821,-5.76912044925812,7.96863356539257e-09,3.28366320774346e-08,14.9195710375547,14.3074585254992,13.4630335573111,15.1352746955583,13.3797700103639,14.396487294773,13.2849327562647,14.1560375423629,13.2748518053319,13.631213927859
"DYNC1I2",13674.9946686952,1.3044427524649,0.173946525614685,7.49910208240901,6.42564725690126e-14,4.72630505418413e-13,13.0985166866526,13.3122348154397,14.2300251085373,12.6318061441578,14.1326253450838,12.9013891445043,14.1541663611568,13.1704141606022,14.184277180674,14.049470643206
"DYNLT1",4775.51498158269,1.93175948368112,0.46004641147849,4.19905347695869,2.68033020440604e-05,6.94845494472197e-05,10.4075873872692,10.9141753411522,12.7498145111985,10.0936678527968,12.7048150502291,12.262921264294,12.6954741824203,10.2680339847845,12.7171740482053,12.7107482662876
"DYNLT3",5611.27519433736,-2.72370790844544,0.370063617959733,-7.36010722551442,1.83762560368392e-13,1.28095263564279e-12,12.5783525783616,13.590127294581,10.3653328028045,12.4859466629016,10.96725897339,12.5840139492404,11.3137070834091,13.4781643495168,10.5775953170525,10.0761160888651
"DYRK2",12161.5390900218,3.18382436318276,0.244793722249697,13.0061520120813,1.12884838036477e-38,5.85675329155025e-37,11.3236839551185,10.9863062403209,14.0602133563127,11.5723144777188,14.0059125631849,11.3944549808866,14.5388107814381,11.976952168242,14.1160492683957,14.1652401765046
"DYRK3",680.982195489434,1.42871447281891,0.114771060224808,12.4483861177235,1.42701550804619e-35,6.28577970652484e-34,8.61838748407982,8.58330729415059,9.83723036335421,8.72979395822627,9.7802369974375,8.75660051152377,9.84273371651672,8.74995076082864,9.81171468798285,9.79442189785349
"DYSF",2200.86880892931,-4.33983102786743,0.35121303888938,-12.3566910886652,4.48230076383962e-35,1.91969119417519e-33,11.7334123379421,12.1509957549324,8.28453805650147,11.8851896525151,7.80826185409173,10.7953197473167,8.64440569460757,11.5603246247444,7.95574214710844,7.46713553189815
"E2F2",570.5859153855,6.32406263748517,0.753133791294282,8.39699759934697,4.58039408586688e-17,4.64376871879264e-16,4.94508648191619,4.87400027635404,10.3974885375088,4.03721417887948,9.06006196364924,5.6479815874116,6.08008895471003,4.10699446821495,9.54715407725852,9.79525481095701
"E2F5",1146.09930001417,2.21196265165314,0.239073983536161,9.25220979270033,2.19898583031032e-20,2.99810581326524e-19,8.79552931883794,8.85139790342452,10.9959812637586,8.45128967943705,10.668359726818,9.20788031585307,10.2440604542862,9.02733696154383,10.7170493257156,10.6831192947857
"E2F7",817.179872764124,4.99792072427696,0.609654611599753,8.19795443056234,2.44512002327758e-16,2.29115155635726e-15,5.60980656305003,6.76433786289666,10.7762678707336,5.03187775207652,9.90950069906337,6.57365559642096,7.75596704037526,6.38675609302644,10.4450209910786,10.3501181724119
"E2F8",298.071405112092,9.05530670193673,1.11842842093554,8.09645618122097,5.65833458615535e-16,5.12498600096942e-15,3.2684549644968,3.07934846999104,9.49709605145915,3.08940198477157,7.89644365668986,3.85309878916374,5.28958837369156,3.77279934256173,8.3619489959135,8.33695700115824
"EAF2",274.69429837628,-2.78193188582656,0.370756142943384,-7.50340065505367,6.21831150344197e-14,4.57815781689126e-13,8.10143045381222,8.33193403441557,6.68171951321406,8.17849586293186,6.84031793171175,9.30205573716974,6.25080540802947,8.30454980032916,6.36741470535449,6.5104792833338
"EBLN2",233.019409402251,2.14041522454691,0.353340795766259,6.05765099924332,1.38123664170199e-09,6.24423968343697e-09,6.42507737434842,6.28951687616622,8.37960497718105,7.04246631154555,7.92348223332815,6.9363313329072,7.83035710233492,7.03154438413302,8.50208021225079,8.51117218945944
"ECE1",6731.96123046232,-1.53872869995046,0.276561882510551,-5.56377721319479,2.63996947616077e-08,1.02041420177304e-07,13.2539944479051,12.6639485554633,11.8995909914147,13.1555757215371,11.6226542131515,13.7886473944146,11.9308836141031,12.5968416615097,11.9978619098249,11.8515738493279
"ECE2",2086.39574802123,-3.26479977399402,0.380851229032129,-8.5723755763923,1.01371853601659e-17,1.0764493327852e-16,11.6499956112129,11.0564580799967,8.49088585448432,11.7557675505592,9.74559266867917,12.0863879840416,8.79169950495253,11.278494336696,8.60866022850145,8.26893256318201
"ECHDC2",1591.31224123773,-1.99702346479233,0.527077574788846,-3.78886061618608,0.000151339790478914,0.000349546534298548,10.6534026384772,10.8043949344273,9.43710169138212,10.6227398677098,9.52829601339572,12.2158876954927,7.92770544655688,10.040622819223,9.62393526359841,9.96079036242715
"ECHS1",9089.74354498724,-1.36957544279579,0.197225601968222,-6.94420718774869,3.80591593322204e-12,2.30396500562044e-11,13.4508972454176,13.6326626609908,12.2666764683176,13.3340653624246,12.520630603994,14.0284940251971,12.4167014827063,13.2700270544578,12.4307570045015,12.4202861124186
"ECI1",2098.70756204457,-1.57207554111199,0.401185003821326,-3.91858002202929,8.90721586177114e-05,0.000212489530070735,11.3936394521627,11.0584556595519,10.2597607961599,11.1217175750923,10.2463555168301,12.3948435140105,9.65117366267652,10.4606327180602,10.4381957707496,10.0983716108653
"ECM1",1767.47918645325,-1.86689755626627,0.197062118103579,-9.47365010704389,2.70231992722776e-21,3.98289498521147e-20,11.6377655230637,11.2196342178685,9.616259246493,11.3902051186908,9.85922591138933,10.8370051425424,9.77046532055417,11.1901839759616,9.79714252562477,9.63595397822061
"EDA",807.375668620081,1.70601957931001,0.247701668135055,6.8873964077619,5.68227222927635e-12,3.37249946014747e-11,8.86357701588672,8.49405249439951,10.100964887296,8.575318226429,10.1616739822372,9.27221286523305,10.22230065653,8.30744129423239,10.0471474312162,9.9647669423935
"EDA2R",238.056436604125,1.77724050848681,0.467790696818377,3.79922157617605,0.000145151277585149,0.000336408919613848,6.29805596847868,6.66426718855146,8.66670434293268,6.68116496015982,8.27600453080445,7.68973726564273,7.71205769397384,7.18577616126195,8.57282245729765,7.586962668332
"EDIL3",8881.2598174961,-1.33246165357158,0.287491832140056,-4.63478090369697,3.57315724392683e-06,1.04808545149597e-05,13.3290283955588,13.704652085686,11.7193493353892,13.3413706859635,12.4097272346151,12.979713997064,12.6732489564684,14.0267158829093,12.4400767954805,12.5519004945969
"EDN3",623.188309243907,-2.32562795139696,0.390609015305493,-5.95385119203688,2.61904959036421e-09,1.14808975663797e-08,9.55204814582576,9.55614487451855,6.90639937098796,9.41637556895152,7.87242663690766,10.3531568025922,8.47383044368277,9.73879590161573,8.19191774241919,7.71922925581926
"EDNRB",6311.43076497344,-3.3371728455019,0.57266464331868,-5.82744697867581,5.62817227376429e-09,2.36717006323911e-08,12.2683587062188,13.480620039707,9.67971440986124,11.8127450000356,10.9119213235883,14.4506592791133,10.1141115257805,11.6599497940787,10.4106156148121,10.4440506597721
"EDRF1",3829.97495517913,1.23629932604917,0.178382357422285,6.9306143495036,4.19016905874542e-12,2.52569995388939e-11,11.0429451151972,11.4017703290632,12.4518399549339,11.0693532157146,12.3321027186822,11.111880932432,12.0741791919869,11.5638481466096,12.2687554867612,12.321507035073
"EEF1A1",106505.518970062,1.96299553098163,0.290896130907164,6.74809776554951,1.49796005423321e-11,8.47729150750351e-11,15.4267416679028,15.4047388845397,16.7385294507271,15.26376182021,16.8433666433831,16.183368999445,17.4083205675731,15.2055917436932,17.4709670515797,17.4644427649419
"EEF1A2",89020.657867447,-1.51495565211357,0.469995620347166,-3.22333993451798,0.00126705090360293,0.00252446830162435,17.2708117306234,16.8530326285122,14.8818496008681,17.4278013605526,15.2922235321564,14.9008675646303,16.073891126233,16.7236811135943,15.2035889642748,16.0115750951094
"EEF1B2",11768.8378160568,1.31687060753744,0.34141310555123,3.85711791997932,0.000114731821126942,0.000269380210545733,12.5998130312852,12.5387866090914,13.2462783303679,12.3893194279189,13.4173530864231,13.516997168497,14.3299522505031,12.6386731018961,14.1301349157385,14.155003577559
"EEF1G",44620.6061447855,1.99506820354121,0.263709420918167,7.56540360444807,3.86662162050627e-14,2.91476532787164e-13,14.3105471778271,14.1522244004573,15.5517700904519,14.0898680095075,15.5693193381462,14.7403487255122,15.9729208065167,13.9336347299009,16.224926773143,16.3477520494483
"EFCAB1",587.814790699202,-1.26986935747062,0.304695650161384,-4.16766487082446,3.07735920936125e-05,7.89824879414579e-05,9.66872150349522,9.8641658072472,8.12164698071215,9.64303441344609,8.96797256782406,9.13428350333652,8.91062817617096,9.33168498738293,8.28256694093987,8.25414663033634
"EFCAB13",335.73022529137,2.51351242850639,0.362624981716778,6.93143758768811,4.16585241866803e-12,2.51398299160915e-11,7.23506673720489,6.83513863614092,8.82705023172825,6.43012765515594,8.74313785468566,6.43627926238431,9.08057803334835,7.5963178243931,8.71149019384681,8.85979110327335
"EFCAB14",10701.8861248447,-1.5488671279191,0.31191366771315,-4.96569175462842,6.84566137930748e-07,2.2249478786099e-06,13.330422533459,13.8189666820687,12.5701863479614,13.2185954316016,12.5094826924973,14.6426092039806,12.3291072955447,13.6253482185148,12.6339350948163,12.5570799081656
"EFCC1",164.470573975621,-1.59794764769203,0.366291996290838,-4.36249676179999,1.28586489972701e-05,3.48601739692782e-05,8.05017587788646,7.10559897337874,6.59097933476435,7.79327418339716,6.92640998769468,7.81673382448837,6.82863085686716,7.33639932481155,6.42359672332884,6.26605782283733
"EFEMP1",3913.01005559239,-5.4820638403633,0.615485884185773,-8.90688800705077,5.24850299066176e-19,6.26618569410205e-18,11.9208973521607,12.4912884825871,7.41057597380276,11.57822102035,8.07476402317519,13.7224566730138,8.61707080768779,10.4297710523945,7.75329316441439,6.62098210592029
"EFHC2",371.966224639834,-1.49229711737753,0.386841731952808,-3.85764252952828,0.000114485920559711,0.000268884523435164,8.56970323008456,8.47641427930401,8.06623085512592,8.57207118829677,7.88056849020875,9.66346679901192,7.06527709463438,8.7537855589237,7.93942440381845,7.69727966415191
"EFHD1",7844.53478383755,-5.17931810057069,0.451235555372501,-11.4780806585489,1.70012710872954e-30,5.09412116823011e-29,13.4862121113292,13.8945737077974,10.0153322757554,13.0890479679061,8.77360251720901,13.9732177884408,7.78664286945471,12.8190931420262,9.08449583259338,9.10821946529439
"EFHD2",12433.8797640105,-4.18951860467024,0.3649640956854,-11.4792623553896,1.67705162672094e-30,5.04453214022033e-29,14.7369795826846,14.3235609300178,11.1571813255648,14.4878812232159,10.5884929145047,13.3431727670576,9.78225654442903,13.7709679646444,10.700632913744,10.7738967480495
"EFL1",2695.70699433311,1.71054269626535,0.145384851118279,11.7656185160152,5.86946011269901e-32,1.97707457085925e-30,10.4138969109136,10.5637959971367,12.1064636166908,10.2127863948794,11.8291512316479,10.4929029043452,11.8215626725155,10.5315163994541,11.7652665420289,11.8316769544053
"EFNA2",455.391854948604,3.46473344066161,0.327066063257845,10.5933749474037,3.19847803695591e-26,6.99457834927516e-25,7.2306779207387,6.36473106278382,9.36288537217213,6.97644885125438,9.22085776831673,6.65887941331692,9.27829948925939,6.05360649625187,9.32233744885339,9.51256890024145
"EFNB1",5526.37710081864,2.47140085042675,0.42046514715141,5.8777781396868,4.15809686697037e-09,1.77690258872938e-08,11.089578773713,10.3036775524181,13.6583020115746,10.8299803849279,13.0466677692419,11.6428005742659,12.0645297113876,9.96612903784555,12.8949331830843,12.7981523047078
"EFNB2",27405.9025582643,2.4230645292934,0.270960041818741,8.94251607369589,3.80408467879934e-19,4.61655833743458e-18,13.2483731199901,13.2469318173395,15.9094649403608,13.349062307301,15.4524913993494,13.1704287734397,14.5667105570618,13.2721761030654,15.2956869549454,14.9706678860066
"EFR3A",13116.9089330581,-2.27817828108917,0.287510566116426,-7.92380715554862,2.30346774527879e-15,1.96328086051573e-14,13.7660593206499,14.3121918251125,11.8690930676349,14.1241020609925,12.4005619295956,13.8199515590527,12.6578409058582,14.8491514123732,12.343336986443,12.1120093926254
"EGFEM1P",328.792503405343,3.10763182566212,0.366045207014321,8.48974871440002,2.07084376308766e-17,2.15025624050358e-16,6.73630188347406,6.66375614111344,9.16703883840947,6.53839306768797,8.82547842781267,6.53720197380893,8.62498068651768,6.38167529714282,9.24784070841293,7.8130458909993
"EGFL7",5579.84072592016,-3.13777195438869,0.231379868244839,-13.561127760123,6.80812286512548e-42,4.26155415456295e-40,13.2124636526547,12.7690517671063,10.4306507104134,13.2003539643336,10.3759679490937,13.4273593620419,10.5156651629875,12.4696248736123,10.1871397493457,10.5366823681279
"EGLN3",3420.34656636372,-2.15644305742177,0.511960154798932,-4.212130645731,2.52973151895231e-05,6.5889789444949e-05,12.0683798724941,12.3986226449398,11.3551308753981,11.2926243670649,10.2894313138465,13.1316615902492,9.65791226906793,11.4543170076132,10.5097716685705,9.32158039207152
"EGR1",10344.5580167566,-3.05254689962806,0.380131303422777,-8.03024342415984,9.72794558650081e-16,8.56513477863833e-15,14.1025845430032,13.1273450311736,11.6545324950296,14.7253500865968,11.2300422953473,13.114881127508,11.6663673686475,13.8979796076952,10.7718808888226,11.2320746048177
"EGR2",473.986544667587,-3.33753012364013,0.532650694444208,-6.26588899339117,3.70704354302344e-10,1.79613288056049e-09,9.0064706167533,8.20935662814653,6.60705811803398,10.3889538520949,6.53805536225749,7.98669306272169,7.29910116054334,9.62003063901426,6.65907134643293,6.73610317885169
"EGR3",7411.39454314914,-4.48846187226382,0.676444224807704,-6.63537614433737,3.23676057914812e-11,1.77082644423953e-10,13.3411855367918,13.1021137043709,7.96576792968856,13.90139817511,9.19400863620739,12.2802606732894,11.0601112006665,13.8861958218265,8.87514284340747,7.7790102383385
"EGR4",955.863824762524,-8.65222800993404,0.679256616629078,-12.7377898103844,3.64577232600448e-37,1.77814782120994e-35,10.210306541497,9.51542387074625,3.07421506366537,11.0630325650473,4.17350911770098,9.75478548210172,4.32707364760567,10.1751204354092,3.78286900519055,3.00277338786681
"EHD2",3482.53472732176,-3.64996627918191,0.354401911259489,-10.2989463747825,7.123725210414e-25,1.40664004442159e-23,12.4576002837614,11.9048057785959,9.21795879797981,12.2856582086821,9.07306075418659,13.1337055270193,9.75420253945525,11.4897638030253,9.40122973812871,8.96567917809337
"EHD3",16927.0894433282,-3.81867910225623,0.356265432663706,-10.7186349057357,8.32225227564668e-27,1.88389959639492e-25,14.8458993608064,14.4390452140953,11.414570906765,15.2516260833328,11.4145204150091,13.2144928656671,11.6694365170948,14.8327959800654,11.3632368989322,11.2663457365654
"EHMT1",10249.2568710817,1.29983483602354,0.242204839941064,5.36667572927044,8.0201058276992e-08,2.92312249415505e-07,12.7104823308026,12.3548960159489,13.9887079861857,12.728051952576,13.635485908507,13.0645270638715,13.504038227513,12.052716472463,13.6878097774632,13.7842906384392
"EIF3E",12043.8340454195,1.28119329484866,0.232109196500066,5.51978686828246,3.39411077945504e-08,1.29443381255931e-07,12.4204332863187,13.0528080828868,13.9406133328819,12.4824459278211,13.6630578704045,13.2450610592935,14.0140023084378,12.9612909907981,13.9679307718892,14.164666535201
"EIF3H",15421.1163002032,1.21041451131147,0.23947785735422,5.05439009971223,4.31768294183478e-07,1.44118514602132e-06,12.854987088688,13.4253054210967,14.4624788608156,12.7838375784973,14.2739291951393,13.6817446615038,14.1039798234616,13.3839355194619,14.1579048966064,14.4626326017939
"EIF3L",31352.7958425491,1.89408269273463,0.159541989451932,11.8720012157383,1.65461616579594e-32,5.78778745234637e-31,13.5422327339009,13.9177123374597,15.3910729774369,13.6884624804002,15.2830538650637,14.0373930795751,15.5236090449921,13.9760191350783,15.4657245003861,15.5942983229386
"EIF4A1",22777.3823005681,1.51220322913839,0.144006154024692,10.5009625413585,8.55037648587068e-26,1.81340700751779e-24,13.6244370679486,13.5833829271794,14.808999051175,13.4711721160846,14.8809004667617,13.9433706821117,15.0460325775914,13.5588550880491,14.9331359292899,14.9746912206952
"EIF4B",26003.4473872169,1.30492764903331,0.14370940421934,9.08032189070682,1.08254220970205e-19,1.37641324870094e-18,14.0492343102529,13.9157574701709,15.2756800913486,14.0472566316156,15.0391481426895,13.7993512890731,14.9165537156797,14.0251279191625,14.8924574558278,15.2295603784421
"EIF4E1B",528.379145826951,-4.56586547372517,0.407768071062641,-11.1972118411001,4.20768340434878e-29,1.13534019397271e-27,10.0068899515345,9.40238563965596,5.99934896131062,10.0009985643891,5.83849528890297,8.26850326147438,6.42326853813427,9.27374523593276,5.63750702719967,6.13025455483931
"EIF4EBP1",1558.73573809176,2.92824451651278,0.546192101568343,5.36119894100369,8.26714108759366e-08,3.00678118925631e-07,7.90749025895851,7.57529757566047,11.2462926311877,8.12612048183107,10.8480989850596,10.0654702593555,11.0263534634127,7.99871201601802,11.1330093030961,11.4333491964525
"EIF4G2",147376.757769298,1.52356219246306,0.173299812132378,8.79148207788742,1.47599773473098e-18,1.68044189813517e-17,16.0029954673408,16.3758160000499,17.592804723752,16.1575111209698,17.7435106267975,16.3933910497957,17.688375146044,16.631468468799,17.6660343986434,17.4249905140422
"EIF5A2",2052.49211093496,-1.68150302666447,0.361890680401396,-4.64643915339132,3.37713682450251e-06,9.94171981028815e-06,10.9347417730915,11.9789292848007,9.63497402687825,11.0442246568715,9.94272955927472,10.6871282490905,10.5045286324517,12.0292858611495,10.0092322422867,10.0595141752697
"ELAVL2",15679.144597295,1.13411227515468,0.415043893854511,2.73251164984548,0.00628534486179874,0.0110429223759398,13.0946740504983,13.7005941714238,14.1728304436171,13.2469639445888,14.4009697216312,11.5473392059004,14.4614715305171,13.9453918478539,14.3824240469068,13.9841102451668
